Doctor ID,Doctor Name,Gender,Specialty,Department ID,Years Of Experience,Hospital Affiliation,Clinic Name,Phone Number,Email,License Number,Is Active
24493,Sheila Ross,Male,Orthopedics,4,4,"Simpson, Shaw and Humphrey","Peters, Mercado and Hale",(503)777-3973,danieldickerson@hotmail.com,LIC-100350,Yes
37024,Michaela Tucker,Female,Orthopedics,4,39,Williams and Sons,"Johnson, Guerrero and Mitchell",+1-672-916-6396x710,carrillokaren@gonzalez.com,LIC-100351,Yes
94362,Shannon Davis,Female,General Medicine,1,31,"Gray, Mejia and Blevins",Ferguson-Leon,+1-563-157-7530x06127,zhanson@gmail.com,LIC-100352,Yes
13246,Desiree Hall,Male,General Medicine,1,28,Palmer-Hayes,"Johnson, Hale and Mccoy",001-351-281-5227,vgilmore@gmail.com,LIC-100353,Yes
15085,Nicholas Patterson,Male,Neurology,5,26,Espinoza Ltd,Parker-Bailey,+1-606-326-4400x5336,johnnyyates@gmail.com,LIC-100354,Yes
98268,Stephanie Callahan,Female,General Medicine,1,8,"Schaefer, Morales and Odonnell",King-Robinson,582-592-8737,wmay@gmail.com,LIC-100355,Yes
51114,Amanda Mcdowell,Male,Cardiology,2,15,Brown LLC,Lynch Group,+1-754-666-7354x7060,kelseyhamilton@yahoo.com,LIC-100356,Yes
56293,Debra Kirby,Male,Orthopedics,4,29,Stewart Inc,"Carrillo, Johnson and Anderson",0806759154,villarreallinda@anderson.net,LIC-100357,Yes
1962,Mark Noble,Female,Pediatrics,3,19,Nixon Inc,"Barnett, Alexander and Conley",(702)743-4715,megan94@yahoo.com,LIC-100358,Yes
84048,Jamie Herrera,Male,Pediatrics,3,33,"Beasley, Baker and Rogers",Jones-Love,2482435555,vicki88@hotmail.com,LIC-100359,Yes
98568,Allison Benitez,Male,General Medicine,1,35,Barton-Fox,Williams-Wallace,094.316.4305x314,mcfarlandrickey@martinez.net,LIC-100360,Yes
8608,Laura Snow,Female,General Medicine,1,33,Morales-Morgan,Hawkins-Gallagher,(254)114-1495x39986,kvasquez@bryant.com,LIC-100361,Yes
41828,William Kirk,Male,Orthopedics,4,12,Wheeler LLC,Bridges PLC,7764452423,ronaldmorris@gonzales-robbins.com,LIC-100362,Yes
31964,Jessica Reynolds,Male,Orthopedics,4,1,"Padilla, Murray and Adams",Brooks Ltd,742.323.6539x98311,sharpralph@cummings-patel.com,LIC-100363,Yes
7678,Scott Perez,Female,Neurology,5,35,Love and Sons,Fisher PLC,+1-390-845-3910x35080,davidsmith@hotmail.com,LIC-100364,Yes
66085,Alexander Johnson,Male,Cardiology,2,20,"Stevenson, Perry and Estrada","Montgomery, Dixon and Esparza",(963)874-8919,rodriguezchristina@hotmail.com,LIC-100365,Yes
22321,Samantha Hamilton,Female,Pediatrics,3,28,Cisneros Ltd,"Barrett, Bradford and Hernandez",+1-323-146-1362x402,garybrewer@gmail.com,LIC-100366,Yes
76477,Thomas Weber,Female,Neurology,5,6,Mitchell-Simpson,Simpson Inc,001-275-657-0649x615,erica61@hotmail.com,LIC-100367,Yes
39224,Debra Mckee,Male,Pediatrics,3,30,Fernandez PLC,Banks Inc,+1-009-087-6746x148,gloverjennifer@yahoo.com,LIC-100368,Yes
95784,Jenna Graham,Male,Pediatrics,3,9,Lee-Foley,Schroeder and Sons,001-534-720-1106x775,catherinegaines@yahoo.com,LIC-100369,Yes
97511,Christopher Drake,Male,Pediatrics,3,10,Pope-Jones,Woods PLC,782.946.3428x421,annalee@norris.net,LIC-100370,Yes
5776,Joel Poole,Male,General Medicine,1,4,Campbell-Nelson,"Martinez, Wallace and Crane",+1-770-787-3224x2822,ramirezmichael@gmail.com,LIC-100371,Yes
58338,Dr. Teresa Lopez,Male,Neurology,5,24,"Williamson, Jones and Stark",Schmitt and Sons,(927)677-1272x4297,yolanda86@gmail.com,LIC-100372,Yes
41358,Robert Moore,Female,Cardiology,2,1,Collins-Hicks,Williams-Turner,398-933-3663x2935,jwalsh@gmail.com,LIC-100373,Yes
47554,Kyle Cohen,Male,Orthopedics,4,10,"Carter, Raymond and Carpenter",Kirk-Kramer,+1-876-373-5452x5724,qramirez@delgado-roy.com,LIC-100374,Yes
95274,Natasha Phillips,Male,Orthopedics,4,29,Smith Ltd,Barrera-Brown,+1-586-228-8729x599,wendyedwards@watson-mcbride.com,LIC-100375,Yes
93293,Mrs. Kara Stewart MD,Female,Orthopedics,4,26,"Phillips, Oconnor and Mccormick",Thomas Group,001-110-956-8917x4600,heather35@harrison.biz,LIC-100376,Yes
28754,Thomas Humphrey,Male,General Medicine,1,38,"Nelson, Reid and Jennings",Ortiz-Ramirez,769-247-5091,michele47@gmail.com,LIC-100377,Yes
72753,Cynthia Johnson,Female,Orthopedics,4,33,Hernandez-Day,"Anthony, Stafford and King",908.187.2095,kingannette@yahoo.com,LIC-100378,Yes
24714,Mr. Robert Ellison,Male,General Medicine,1,24,"Smith, Boyd and Beck",Davis-Graham,509-844-8154x767,willie39@francis.biz,LIC-100379,Yes
53730,Jane Adams,Male,Neurology,5,21,Nichols-Flores,Johnston Ltd,(808)280-6462,dwayne87@holmes.com,LIC-100380,Yes
77177,Melissa Schneider,Female,Cardiology,2,9,Wade LLC,"Hernandez, Nunez and Bates",7241792390,fryepaul@pearson.com,LIC-100381,Yes
89140,Tyler Hickman,Female,Neurology,5,1,Evans-Ramos,Hernandez and Sons,001-011-644-0559x322,whitney84@gonzalez.com,LIC-100382,Yes
37671,Kristie Singleton,Female,Orthopedics,4,8,"Henderson, Bryant and Lang",Phillips PLC,042-910-5684x125,dcrawford@lewis.info,LIC-100383,Yes
26772,Eric Hart,Female,General Medicine,1,30,"Terry, Hansen and Davis",Malone-Johnson,074-142-8320,tiffany58@gmail.com,LIC-100384,Yes
75916,Pamela Alvarado,Female,General Medicine,1,39,Graves-Williams,"Davis, Sullivan and Nelson",485-084-9671x3655,andrew87@jackson.org,LIC-100385,Yes
74904,Mark Fitzgerald,Male,Orthopedics,4,5,Phillips and Sons,"Cortez, Cannon and Byrd",(951)085-4173,donnasmith@gmail.com,LIC-100386,Yes
2763,Kevin Thomas,Male,Neurology,5,38,Hansen-Moss,"Kelly, Vargas and Brooks",+1-402-767-5166x418,nicoleburgess@hotmail.com,LIC-100387,Yes
88570,Jennifer Santiago,Female,Neurology,5,5,"Brown, Watts and Williams",Simpson Inc,656.554.8586x815,houstondavid@miller-harris.com,LIC-100388,Yes
34680,Kevin White,Female,Orthopedics,4,33,"Hickman, Simmons and Mcdowell",Mendez-Oconnor,(802)950-8469,brandtjohn@hotmail.com,LIC-100389,Yes
5470,Natalie Johnson,Female,Neurology,5,22,Gardner-Smith,Griffin-Mitchell,(301)740-9167x35979,stephanie28@yahoo.com,LIC-100390,Yes
55685,James Henderson,Male,Orthopedics,4,26,"Bonilla, Moreno and Gibson","Garcia, Thomas and Rowland",(968)324-4121,arodriguez@moyer.com,LIC-100391,Yes
6860,Alan Kim,Male,Orthopedics,4,36,Burns-Evans,Powell-Moreno,049.478.8794x44464,wilsonsheila@jennings.com,LIC-100392,Yes
92625,Christopher Ballard,Female,General Medicine,1,31,Larsen Group,Hall LLC,6164757084,dcobb@nicholson-young.com,LIC-100393,Yes
71722,Dr. Terri Robinson DVM,Male,Orthopedics,4,34,Bush-Harvey,Hill-Jackson,001-261-543-9808x8080,edwardhenderson@becker.info,LIC-100394,Yes
86930,Samuel Lewis,Female,Neurology,5,36,Curtis Group,Ferguson-Hanson,+1-350-995-0959x7520,butlerashley@stewart-haynes.com,LIC-100395,Yes
71604,Erin Blackwell,Female,Orthopedics,4,1,"Hines, Ruiz and Abbott",Hopkins-Michael,(280)452-6594x3206,davisjames@roberts.com,LIC-100396,Yes
42189,Ivan Pollard,Male,General Medicine,1,25,Adams-Evans,"Hall, Martinez and Ayala",674.089.4333,johnpowers@gmail.com,LIC-100397,Yes
78463,Erica Gray MD,Female,Neurology,5,9,"Hampton, Archer and Johnston",Stafford-Cabrera,+1-889-179-4000x7737,robert19@green-sloan.com,LIC-100398,Yes
26388,Courtney Hood,Female,General Medicine,1,19,Armstrong-Chaney,Liu-Maynard,001-830-632-7504x90661,bryantdebbie@brown-jackson.com,LIC-100399,Yes
47448,Amanda Baldwin,Male,Neurology,5,18,Gonzalez-Wilson,Hernandez-Moore,062-083-0816x414,sergiohudson@romero.com,LIC-100400,Yes
56894,Robert Salinas,Female,Pediatrics,3,5,Nelson and Sons,Moore Ltd,565-486-1895,wilsonlynn@gmail.com,LIC-100401,Yes
82736,Michele Morgan,Male,Neurology,5,10,Cortez-Adams,"Williams, Dunn and Brooks",634-611-4364x535,dsawyer@yahoo.com,LIC-100402,Yes
24120,Brian Bryant,Female,Pediatrics,3,29,"Baldwin, Campbell and Lawson",Bender-Gallegos,+1-791-895-7087,jody80@hotmail.com,LIC-100403,Yes
39699,Michael Burgess,Male,Cardiology,2,32,Schaefer Group,Williams LLC,413.838.1517x891,angelacohen@gmail.com,LIC-100404,Yes
975,Brittany Kemp,Female,Neurology,5,22,Harmon Group,Wilcox LLC,878.505.5297x366,maryjohnson@hotmail.com,LIC-100405,Yes
13288,Robert Douglas,Male,Neurology,5,31,"Acosta, Castaneda and Santos",Evans LLC,395.067.8307,johnsonkeith@livingston-larsen.net,LIC-100406,Yes
33236,Erika Roman,Male,General Medicine,1,4,"Lee, Williams and Costa",Petersen and Sons,900-359-4364x64603,dmoore@oliver.com,LIC-100407,Yes
35168,Chris Johnson,Female,Orthopedics,4,31,"Schmidt, Irwin and Winters",Garcia-English,(095)776-0912x146,tlawson@thompson.biz,LIC-100408,Yes
57484,Tim Chang,Male,Orthopedics,4,9,Durham and Sons,Davis Ltd,825-297-5537,samuelshaffer@dominguez.org,LIC-100409,Yes
12844,Dr. Cindy Rodriguez,Male,General Medicine,1,29,Johnson Ltd,Fox Ltd,837-974-8051x3829,huffgavin@gmail.com,LIC-100410,Yes
61806,Linda Becker,Female,Neurology,5,30,Mcmahon-Gay,Payne Inc,+1-395-166-8366,amberthomas@hotmail.com,LIC-100411,Yes
6140,Mary Mata,Female,Pediatrics,3,33,"Lawrence, Butler and Poole","Santiago, Gonzales and Montoya",001-571-124-0088x2549,leonwilliams@mills.com,LIC-100412,Yes
68425,Dr. Ashley Garcia,Male,Orthopedics,4,25,"Martinez, George and Wade",Farley-Fletcher,+1-555-791-3312x926,vanessa28@hotmail.com,LIC-100413,Yes
30992,Sandra Anderson,Female,Neurology,5,3,Day Inc,Garcia-Bolton,(488)008-3132x284,mendozasamuel@rush.info,LIC-100414,Yes
28608,David Martinez,Male,Neurology,5,31,"Harris, Washington and Richardson",Patel and Sons,6448597201,smithheather@gmail.com,LIC-100415,Yes
82701,Karen Whitehead,Male,Pediatrics,3,12,Johnson-Robinson,"Thomas, Brown and Hansen",8058507250,danielpennington@yahoo.com,LIC-100416,Yes
46635,Jamie Johnson,Male,Orthopedics,4,33,Beasley Group,"Lopez, Quinn and Edwards",+1-629-107-7928x86404,coxdawn@hotmail.com,LIC-100417,Yes
73842,Wesley Davis,Female,Cardiology,2,15,"Martinez, Pham and Davis","Moore, Ferguson and Hamilton",001-698-638-6926x37966,kristina30@mcdowell.com,LIC-100418,Yes
99183,Bonnie Taylor,Female,Cardiology,2,13,Frye-Jones,Martin-Johnson,9701546292,john50@gmail.com,LIC-100419,Yes
98802,Alexis Lyons,Female,General Medicine,1,29,Gordon-Kelly,Jackson LLC,001-140-685-7176,edwardschristopher@yahoo.com,LIC-100420,Yes
15976,Michael Edwards,Female,Pediatrics,3,39,"Crawford, Hopkins and King",Harrison PLC,001-707-892-0555x917,kaitlyngutierrez@herring-anderson.com,LIC-100421,Yes
75360,Susan Roberts DVM,Male,General Medicine,1,20,"Osborne, Krueger and Davidson",Chaney PLC,531.361.9896x41093,grossmark@gmail.com,LIC-100422,Yes
33062,Edward Clark,Male,Orthopedics,4,39,Vaughn and Sons,"Morris, Sims and Kelly",6242604033,gentrysara@hotmail.com,LIC-100423,Yes
26063,Jason Manning,Male,Pediatrics,3,16,"Stephens, Lee and Bell",Clark PLC,+1-352-334-7238,michaelhunter@lee.net,LIC-100424,Yes
23318,Jennifer Nicholson,Male,Cardiology,2,9,"Parker, Clark and Summers",Martinez Ltd,+1-672-928-3777x59690,villanuevasabrina@yahoo.com,LIC-100425,Yes
44840,Paul Cox,Male,Neurology,5,35,Gomez-Stark,Jones-Mcmahon,105.265.0961x4886,vicki29@hotmail.com,LIC-100426,Yes
78094,Daniel Murphy,Female,Orthopedics,4,9,"Holmes, Woods and Warren",Monroe-Fuller,242.713.0329x74502,david91@yahoo.com,LIC-100427,Yes
12169,Adam Mcmillan,Male,Orthopedics,4,4,"Hernandez, Jackson and Norton",Mathis-Hicks,(462)930-4803x8749,amygriffin@yahoo.com,LIC-100428,Yes
61583,Amanda Joyce,Male,Pediatrics,3,20,"Wright, Adams and Jenkins","French, Mendoza and Smith",605.105.7045x524,melissa90@yahoo.com,LIC-100429,Yes
15313,Stephanie Powers,Male,Neurology,5,33,Short-May,Hendricks-Hanson,001-172-043-2405,michaelrobbins@stone-ramirez.net,LIC-100430,Yes
30300,Christina Martin,Female,Neurology,5,9,"Stafford, Peterson and Johnson","Wilson, Brown and Ruiz",172.028.4505x516,rebeccawaters@gmail.com,LIC-100431,Yes
37850,Deborah Curry,Female,Pediatrics,3,27,Banks PLC,Williams-James,726-740-1585x18674,jose81@hotmail.com,LIC-100432,Yes
74969,Justin King,Male,General Medicine,1,3,"Burgess, Hayden and Hill",Kerr-Phillips,608-387-1171x23590,petersonmatthew@delgado.com,LIC-100433,Yes
34884,Zachary Hardy,Male,General Medicine,1,30,Jones-Wilson,"Miller, Roach and Liu",195-037-7431,howeregina@ruiz-fisher.net,LIC-100434,Yes
937,Brenda Pena,Female,Cardiology,2,12,Meadows PLC,Levine-Lyons,514.328.9153,alopez@hotmail.com,LIC-100435,Yes
49323,Raymond Foster,Male,Orthopedics,4,15,Williams-Hoover,Snyder and Sons,560-162-8153,walterbeard@yahoo.com,LIC-100436,Yes
27549,Paul Johnson,Female,Cardiology,2,32,Webster-Martinez,"Sharp, Edwards and Fuller",174.386.2881x61149,melissa71@gmail.com,LIC-100437,Yes
81266,Hunter Parks,Female,Neurology,5,36,Phillips Group,Phillips Group,487-822-3489x34841,boydlevi@collins-mann.com,LIC-100438,Yes
44640,Norman Horton,Male,Neurology,5,31,"Stone, Oneal and Martinez",Novak-Cook,574-568-5753,wwarren@hotmail.com,LIC-100439,Yes
87309,Emily Conner,Male,Neurology,5,21,Clark PLC,"Rodgers, Benton and Ramos",851-254-4166x15790,cherylkaufman@rose-andrews.org,LIC-100440,Yes
90646,Mackenzie Stewart,Female,Neurology,5,18,"Hernandez, Morrow and Green",Guerrero LLC,+1-849-561-9448x55293,enixon@hotmail.com,LIC-100441,Yes
76025,Manuel Martinez,Male,Orthopedics,4,9,Owen Ltd,Rodgers LLC,(217)694-5897,kevinsosa@hotmail.com,LIC-100442,Yes
84647,Matthew Bonilla,Male,Neurology,5,17,"Andrews, Hayes and Castillo",Frank-Bailey,708.567.8047x6261,taylorgomez@hughes.net,LIC-100443,Yes
34500,Jonathan Bartlett,Female,General Medicine,1,11,Wise-Davis,Williams-Moore,3579519909,ohodges@alexander.com,LIC-100444,Yes
76924,Kimberly Miller,Female,General Medicine,1,1,Lyons and Sons,"Brooks, Massey and Gonzalez",(850)392-2850,davidnorman@bailey.net,LIC-100445,Yes
70599,Joseph Williams,Female,Cardiology,2,12,"White, Shelton and Nash",Williams-Porter,+1-538-909-9229,leemelissa@kelley-brown.com,LIC-100446,Yes
39704,Manuel Miller,Female,General Medicine,1,22,"Ramirez, Robinson and Copeland","Clark, Elliott and Roberts",(040)680-6324x5730,mary71@nash.com,LIC-100447,Yes
96866,Richard Murphy,Male,Pediatrics,3,7,Pena-Kent,Hanson-Edwards,0534300647,angela03@davis-romero.com,LIC-100448,Yes
95963,John Thompson,Male,Orthopedics,4,18,"Tyler, Archer and Johnson","Pearson, Solis and Ferguson",001-100-574-6999x98641,kellypatton@morris.biz,LIC-100449,Yes
59404,Alyssa Rangel,Female,Cardiology,2,8,Clayton and Sons,Johnson-Anderson,926.676.3996x81532,idiaz@yahoo.com,LIC-100450,Yes
33342,Christopher Morrison,Male,Neurology,5,36,Miller PLC,Woods-Nelson,001-320-204-9714x978,rgreen@hotmail.com,LIC-100451,Yes
6966,Jason Mathis,Male,Neurology,5,31,Banks-Fernandez,Rosario LLC,165.602.0575x567,kimkatelyn@downs.com,LIC-100452,Yes
79027,Donna Coleman,Female,Orthopedics,4,5,"Massey, Thompson and Wiggins",Hernandez LLC,767-572-0782,angelacooke@hotmail.com,LIC-100453,Yes
18674,Emily Smith,Male,Cardiology,2,27,Powers-Lopez,Wright Ltd,359.652.4455,meyerbrandy@luna.net,LIC-100454,Yes
60244,Mariah Bass,Male,Cardiology,2,33,Andrews and Sons,Elliott-Duran,+1-321-640-6418x7694,yvette97@gmail.com,LIC-100455,Yes
72071,Amy Bradshaw,Male,Pediatrics,3,23,Reid-Freeman,Harris Ltd,220-265-7568x83291,nicholas91@gmail.com,LIC-100456,Yes
71062,Chloe Sampson,Male,Neurology,5,13,"Turner, Norton and Burnett",Hubbard and Sons,+1-172-008-4935x531,ryanle@gmail.com,LIC-100457,Yes
53388,William Quinn,Male,General Medicine,1,31,Riley-Brooks,Smith Group,144-971-0258,marthacollins@krueger-brown.com,LIC-100458,Yes
89284,Kathryn Casey,Male,Neurology,5,39,"Mccoy, Swanson and Sanchez","Rodriguez, Wyatt and Morris",(630)690-7613,nguyenadriana@clark.com,LIC-100459,Yes
30996,Dave Archer,Male,Pediatrics,3,31,Jones LLC,Hodge-Hamilton,934.612.1369x6502,lorifox@gmail.com,LIC-100460,Yes
4362,Teresa Carr,Female,Orthopedics,4,17,Smith and Sons,"Harrison, King and Villanueva",+1-558-921-0193x6463,davidking@yahoo.com,LIC-100461,Yes
9324,Aaron Blair,Female,Pediatrics,3,26,Martin Group,Rivers PLC,001-938-666-0502x7050,nicole20@yahoo.com,LIC-100462,Yes
5287,Matthew Blackburn,Male,General Medicine,1,33,Taylor Inc,"Hansen, Herrera and Ellis",001-035-580-3180,tamara98@smith-york.com,LIC-100463,Yes
19188,Elizabeth Murphy,Female,Orthopedics,4,24,"Keller, Elliott and Myers",Montes-Foster,+1-368-909-2910,garrisoncraig@tapia-payne.info,LIC-100464,Yes
43582,Stacy Ruiz,Male,Pediatrics,3,18,Peterson-Johnson,Wallace-Rose,+1-520-042-6170x1192,michael21@pearson.com,LIC-100465,Yes
33910,Heather Stone,Male,Pediatrics,3,21,King-White,"Rowe, Flowers and Marquez",621-205-7338,tylerbarnes@gmail.com,LIC-100466,Yes
87189,Jacob Greene,Female,Cardiology,2,17,Bryant-Myers,Bell Group,(983)475-1733,wwilliams@dickson.com,LIC-100467,Yes
45275,Jose Evans,Male,Cardiology,2,13,Perez-Tucker,"Levine, Heath and Solis",001-173-386-4177,rodriguezshelley@hotmail.com,LIC-100468,Yes
33474,William Pearson,Female,Pediatrics,3,18,"Wilson, Freeman and Mejia","Miller, Murphy and Welch",779-485-4701x43967,kenneth28@huber.com,LIC-100469,Yes
60239,Christopher Walker,Male,Orthopedics,4,3,"Hogan, Walsh and Kelley",Turner Ltd,883-698-0531,omalone@jefferson.com,LIC-100470,Yes
84952,Jenna Smith,Female,Neurology,5,33,Knapp PLC,Crane-Franco,(188)635-1684x752,lewischristopher@murphy-sherman.info,LIC-100471,Yes
85920,Debra Hill,Male,Neurology,5,5,Rocha-Wilson,Mason Inc,355-902-8033x838,madisongregory@hotmail.com,LIC-100472,Yes
16091,Christopher Tapia,Female,Pediatrics,3,14,Potter-Spence,Nguyen-Le,001-823-553-9247,jacobelliott@hotmail.com,LIC-100473,Yes
31851,Sarah Wade,Male,Cardiology,2,5,"Miller, Pena and Martinez",Williams LLC,+1-800-335-3020x9903,shawtyler@collins.com,LIC-100474,Yes
28484,Alex Morgan,Female,Pediatrics,3,3,Carpenter Ltd,"Coleman, Thompson and Campbell",(326)066-5318,williamwilliams@yahoo.com,LIC-100475,Yes
87560,Jose Hicks,Male,Neurology,5,34,Moreno-Wolf,Weaver-Baker,+1-006-971-7109x75263,cummingscarrie@gmail.com,LIC-100476,Yes
88719,Austin Chan,Male,General Medicine,1,27,Love-Anderson,"Perez, Johnson and Hall",(936)146-5589x381,belltyler@harris.info,LIC-100477,Yes
73402,David Newman,Female,Neurology,5,32,"Lambert, Hess and Clark","Howard, Ryan and Goodman",270.446.4754x38024,joseph24@yahoo.com,LIC-100478,Yes
35431,Bobby Burgess,Male,Orthopedics,4,26,Wall and Sons,"Scott, Bennett and Jones",135-836-8288x6213,krichardson@daniels-garner.com,LIC-100479,Yes
47012,Carl Fuller,Female,Cardiology,2,22,Robles-Becker,Sanders-Rodriguez,8911181522,randysteele@figueroa-king.com,LIC-100480,Yes
48503,Regina Harrell,Female,Pediatrics,3,21,Murphy-Ellis,Kelley LLC,(679)234-7948x060,bradley24@gmail.com,LIC-100481,Yes
91909,Jamie Ramirez,Male,Pediatrics,3,36,Lawson PLC,"Turner, Rodriguez and Miller",(625)697-9186,vincent52@frank-wolf.info,LIC-100482,Yes
96752,Shane Christensen,Female,Neurology,5,17,Davis-Jones,"Giles, Davis and Parks",2209572508,gilmoremichael@marquez.info,LIC-100483,Yes
51692,Gregory Pruitt,Male,General Medicine,1,16,"Allen, Mendoza and Cole",Williamson-Rice,+1-225-748-6918,dennisgardner@hotmail.com,LIC-100484,Yes
5140,Sarah James,Female,Cardiology,2,26,Hurst Ltd,"Diaz, Villanueva and Krause",001-746-973-0906x4814,timothyramos@hotmail.com,LIC-100485,Yes
69329,Alex Silva,Male,Orthopedics,4,19,"Reyes, Liu and Sampson",Simmons and Sons,876-937-3184x368,steven54@hotmail.com,LIC-100486,Yes
48549,Shannon Floyd,Male,Cardiology,2,10,"Young, James and Patterson",Jackson PLC,+1-418-973-2235x784,stanleybarbara@cook.info,LIC-100487,Yes
53605,Ray Jenkins,Female,Cardiology,2,7,"Wood, Trujillo and Sharp",Smith-Collins,551-494-3581x251,cassandrahickman@gmail.com,LIC-100488,Yes
84147,Jerome Anderson,Female,Pediatrics,3,16,Bender Inc,Harris LLC,395-869-7222x587,scruz@hotmail.com,LIC-100489,Yes
38085,Kyle Mcbride,Male,Neurology,5,36,Garrett Inc,Combs-Harvey,977.581.6059x8594,madisonmartinez@gmail.com,LIC-100490,Yes
13393,Anthony Evans,Female,Neurology,5,10,Scott PLC,Phillips PLC,440.719.6678,uschaefer@clark.com,LIC-100491,Yes
3966,Matthew Frey,Male,General Medicine,1,20,"Sanders, Shaffer and Davidson",Gallagher and Sons,001-907-020-9005,amycastillo@johnson-sanders.com,LIC-100492,Yes
62863,Margaret Brooks,Male,Cardiology,2,14,Mcmahon Ltd,Garcia and Sons,6712831393,carpentermark@gmail.com,LIC-100493,Yes
26267,Jessica Brown,Male,Cardiology,2,13,"Wilson, Clarke and Mcbride",Lowery Group,082-253-3289,nashjoseph@smith.com,LIC-100494,Yes
93008,Steven Campos,Male,Pediatrics,3,25,Williams PLC,"Armstrong, Rice and Li",001-190-307-2948x30989,kgreen@bradley.com,LIC-100495,Yes
88553,Sabrina Diaz,Male,General Medicine,1,18,"Luna, Sweeney and Wiley",Gibson-Webb,(643)747-8054x42776,mariawilliams@yahoo.com,LIC-100496,Yes
54895,Dr. Dylan Russell,Male,Cardiology,2,3,Summers Ltd,Escobar-Patel,3209105764,edward60@johnston.info,LIC-100497,Yes
61151,Dana Hernandez,Female,Cardiology,2,26,Smith PLC,Taylor-Griffith,(211)131-0338x82339,vbennett@hotmail.com,LIC-100498,Yes
16411,Lisa Nelson,Female,Pediatrics,3,18,Ortiz Group,Cardenas-Cain,739.221.7917x56701,harrisjennifer@yahoo.com,LIC-100499,Yes
49781,Roy Armstrong,Female,Neurology,5,32,Turner-Cross,"Abbott, Moreno and Williams",0232650691,rodriguezshelia@hotmail.com,LIC-100500,Yes
62599,Matthew Ryan,Male,Neurology,5,25,Bell-Gibbs,"Anthony, Kim and Evans",5247105065,darinanderson@fisher-stewart.net,LIC-100501,Yes
8233,Monica Gonzalez,Male,General Medicine,1,25,Campbell LLC,Daniel-Wilson,+1-467-477-8582x0559,wendy70@woods-bright.net,LIC-100502,Yes
97610,Jasmine Bowman,Female,General Medicine,1,11,"Glass, Miller and Lewis",Marshall Group,723.321.5780,figueroaannette@brewer-simmons.info,LIC-100503,Yes
80513,Rebecca Fletcher,Female,Neurology,5,32,Norton Ltd,Morales-Chase,404-004-0081x20350,mcgrathtimothy@gmail.com,LIC-100504,Yes
41360,Anthony Gonzalez,Male,General Medicine,1,6,Walker-Franklin,Gomez-Guzman,+1-607-355-1430x197,andrewrodriguez@martinez.com,LIC-100505,Yes
61077,Karen Terrell,Female,Neurology,5,33,"Duncan, Moody and Strickland",Stevenson-Fischer,+1-021-549-8680x69192,amberhall@aguilar-joseph.com,LIC-100506,Yes
55794,Cynthia Young,Female,Neurology,5,14,"Decker, Shah and Davis",Baker-Long,(448)156-5463,christopherhill@spencer.com,LIC-100507,Yes
81055,Christopher Herrera,Female,General Medicine,1,18,Washington PLC,Saunders-Thompson,001-464-211-4039,thomasbaker@fleming.com,LIC-100508,Yes
1794,Alan Wood,Female,Cardiology,2,18,Walker-Harmon,Brown-Perry,(092)145-6938,michaelwagner@yahoo.com,LIC-100509,Yes
21596,Marcus Walker,Female,Cardiology,2,39,Leon-Steele,Hall PLC,+1-941-178-7955x004,onicholson@gmail.com,LIC-100510,Yes
41058,Kimberly Rodriguez,Male,Pediatrics,3,19,Reynolds-Stone,"Velasquez, Carpenter and Baird",(870)162-9992x8156,morrisonrenee@hotmail.com,LIC-100511,Yes
42753,Tonya Paul,Female,General Medicine,1,20,"Sloan, Crawford and Owens","Moody, Palmer and Miles",141-864-1392x530,yvilla@yahoo.com,LIC-100512,Yes
31897,Paul Giles,Female,General Medicine,1,35,Cooper-Little,Smith-Chen,(060)690-1933,cassandra42@gmail.com,LIC-100513,Yes
28108,Katelyn Bruce,Male,Neurology,5,19,Young-Cannon,Johnson LLC,3245064838,jasonbarrett@cannon.com,LIC-100514,Yes
88896,Tamara David,Male,Orthopedics,4,2,Hernandez-Stewart,Dillon-Macias,(555)152-1911x959,charlesgordon@cole.com,LIC-100515,Yes
69401,Jacob Fox,Male,Orthopedics,4,2,Rodriguez Inc,"Cook, Johnson and Harris",001-539-641-8757x3498,pacosta@hotmail.com,LIC-100516,Yes
56171,Roger Garcia,Female,General Medicine,1,32,"Cole, Montoya and Watson",Smith PLC,+1-370-470-9842x7343,jacksondavid@yahoo.com,LIC-100517,Yes
18851,Brenda Wheeler,Female,Pediatrics,3,35,Farmer-Shelton,Garner PLC,973-744-6048x14021,linda22@hotmail.com,LIC-100518,Yes
45223,Mrs. Debra Long,Male,Orthopedics,4,35,Villarreal-Elliott,Pugh-Sullivan,+1-083-749-5423x44212,hopkinskatherine@gmail.com,LIC-100519,Yes
46493,Laura Hodges DDS,Male,Cardiology,2,23,Beck-Rose,Carrillo PLC,(374)223-2602,ehoward@hanson-phillips.biz,LIC-100520,Yes
59201,Curtis Marquez,Male,Pediatrics,3,32,Stanton-Roberts,"Underwood, Murphy and Gray",001-564-905-0851x6014,evanssamuel@johnson.com,LIC-100521,Yes
83815,Jessica Cox,Female,Orthopedics,4,24,Collins Ltd,Armstrong Inc,1445077881,brandy99@bird-allen.com,LIC-100522,Yes
99965,Aimee Marshall,Female,Orthopedics,4,7,Clark Ltd,Gardner-Gutierrez,(029)251-8171x4318,franciscoleach@porter.org,LIC-100523,Yes
62915,Tracy Jones,Female,General Medicine,1,33,Jones LLC,Stewart LLC,+1-940-148-6535x277,floresheather@graham-hall.com,LIC-100524,Yes
